Project Name,Package Name,Architecture Smell,Cause of the Smell
akto,com.akto.dto.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthMechanismTests; AuthMechanism; TestRoles; EndpointLogicalGroup; AuthParam; TestingEndpoints; CustomTestingEndpoints; CollectionWiseTestingEndpoints; TestingRun; WorkflowTestingEndpoints; WorkflowTest; TestingRunResultSummary; TestingSchedule; HardcodedAuthParam; TestingRunConfig; LoginRequestAuthParam; AuthParamData; TestLogicalGroupTestingEndpoint; LogicalGroupTestingEndpoint]; [GenericTestResult; TestResult]; [WorkflowNodeDetails; WorkflowUpdatedSampleData]; [WorkflowNodeDetails.Type]; [TestingEndpoints.Type]; [TestResult.Confidence]; [TestResult.TestError]; [OtpTestData]; [TestingRunResult]; [LoginFlowParams]; [TestSuite]; [LoginVerificationCodeData]; [WorkflowTestResult]; [WorkflowTestResult.NodeResult]; [LoginWorkflowGraphEdge]; [RequestData]; [TestingRun.State]; [LoginFlowResponse]; [LoginFlowStepsData]; [WorkflowTest.State]; [AuthParam.Location]. LCC (Lack of Component Cohesion) = 0.51
akto,com.akto.dto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.util.
akto,com.akto.dto.runtime_filters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestFieldExistsFilter; FieldExistsFilter]; [TestResponseCodeRuntimeFilter; ResponseCodeRuntimeFilter; RuntimeFilter]; [RuntimeFilter.UseCase]; [RuntimeFilter.Operator]. LCC (Lack of Component Cohesion) = 0.57
akto,com.akto,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DaoInit; MongoBasedTest]; [TestGraphQLUtils]; [InstanceDetails]; [TimeoutObject; ApiRequest]. LCC (Lack of Component Cohesion) = 0.67
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.third_party_access; com.akto.dao.context; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.auth; com.akto.dao.context; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.runtime_filters; com.akto.dto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.demo; com.akto.dto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.har; com.akto.log; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.graphql; com.akto.dto; com.akto.util; com.akto
akto,com.akto.dao.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestingRunResultDao]; [WorkflowTestsDao]; [WorkflowTestResultsDao]; [TestingRunConfigDao]; [EndpointLogicalGroupDao]; [TestingRunResultSummariesDao]; [TestRolesDao]; [TestingSchedulesDao]; [TestingRunDao]; [LoginFlowStepsDao]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.dao.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao.context; com.akto.dao.
akto,com.akto.dao.testing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.testing; com.akto.dto.testing; com.akto.dao.testing
akto,com.akto.dao.test_editor,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dao.test_editor.info; com.akto.dao.test_editor.auth; com.akto.dao.test_editor.filter; com.akto.dao.test_editor.executor
akto,com.akto.dao.test_editor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestEditorEnums]; [TestEditorEnums.DataOperands]; [TestEditorEnums.CollectionOperands]; [TestEditorEnums.TermOperands]; [TestEditorEnums.PredicateOperator]; [TestEditorEnums.KeyValOperator]; [TestEditorEnums.BodyOperator]; [TestEditorEnums.ExtractOperator]; [TestEditorEnums.OperandTypes]; [TestEditorEnums.ContextOperator]; [TestEditorEnums.ExecutorParentOperands]; [TestEditorEnums.RequestParentOperand]; [TestEditorEnums.TerminalExecutorDataOperands]; [TestEditorEnums.NonTerminalExecutorDataOperands]; [TestEditorEnums.ExecutorOperandTypes]; [TestConfigYamlParser; YamlTemplateDao]. LCC (Lack of Component Cohesion) = 0.94
akto,com.akto.dao.test_editor,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.test_editor; com.akto.dao.test_editor.filter; com.akto.dao.test_editor
akto,com.akto.dao.test_editor,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.test_editor; com.akto.dao.test_editor.executor; com.akto.dao.test_editor
akto,com.akto.dao.context,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dto; com.akto.dao
akto,com.akto.dao.context,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.context; com.akto.dto; com.akto.dao.context
akto,com.akto.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto
akto,com.akto.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [JsonStringPayloadModifier; TokenPayloadModifier; CookieTransformer]; [JSONUtils]; [Pair; Trie]; [HttpRequestResponseUtils]; [Constants]; [DateUtils; DateUtils.TrackingPeriod]; [RecordedLoginFlowUtil]; [EnumCodec]; [Trie.Node]. LCC (Lack of Component Cohesion) = 0.69
akto,com.akto.util.enums,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GlobalEnums]; [GlobalEnums.TestErrorSource]; [GlobalEnums.TestCategory]; [GlobalEnums.IssueTags]; [GlobalEnums.Severity]; [GlobalEnums.TestRunIssueStatus]; [GlobalEnums.YamlTemplateSource]; [MongoDBEnums]; [MongoDBEnums.DB]; [MongoDBEnums.Collection]; [LoginFlowEnums]; [LoginFlowEnums.AuthMechanismTypes]; [LoginFlowEnums.LoginStepTypesEnums]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.dto.auth,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [APIAuthAPIKey; APIAuth; APIAuthBasic; APIAuthOAuth]; [APIAuthAPIKey.Placement]; [APIAuth.Type]. LCC (Lack of Component Cohesion) = 0.5
akto,com.akto.dto.test_editor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [YamlTemplate; Info; Category; TestConfig; ConfigParserResult; FilterNode; ExecutorConfigParserResult; ExecutorNode; Auth]; [ExecutorSingleRequest]; [FilterActionRequest]; [DataOperandsFilterResponse]; [ConfigParserValidationResult]; [Config]; [DataOperandFilterRequest]; [ExecutionResult]; [ExecutorSingleOperationResp]. LCC (Lack of Component Cohesion) = 0.53
akto,com.akto.open_api,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestPathBuilder; PathBuilder; TestAddPathItems; Main; SchemaBuilder; TestSchemaBuilder; TestCustomSchemasFromSingleTypeInfo]; [SchemaBuilder.CustomSchema]. LCC (Lack of Component Cohesion) = 0.25
akto,com.akto.log,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dao
akto,com.akto.postman,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto
akto,com.akto.listener,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.notifications.slack; com.akto.action
akto,com.akto.listener,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestFileTypes; InitializerListener; AfterMongoConnectListener; RuntimeListener; TestListener; TestInitializerListener; TestFintechTypes]; [InfraMetricsListener]; [InitializerListener.ChangesInfo]; [InitializerListener.UrlResult]; [KafkaListener]. LCC (Lack of Component Cohesion) = 0.45
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto; com.akto.dto.pii.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dao.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.notifications; com.akto.dao; com.akto.log; com.akto.dao.context; com.akto.notifications.slack.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.dao.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.
akto,com.akto.listener,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.listener; com.akto.utils; com.akto.listener
akto,com.akto.action,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 51
akto,com.akto.action,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action.testing
akto,com.akto.action,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestCustomDataTypeAction; CustomDataTypeAction; UserAction; TeamAction; PostmanAction; DbLogsAction; LogoutAction; ProfileAction; TagConfigsAction; TestExportSampleDataAction; ExportSampleDataAction; TestCustomAuthTypeAction; CustomAuthTypeAction; TestWebhookAction; WebhookAction; TestApiCollectionsAction; ApiCollectionsAction; TestIgnoreFalsePositivesAction; IgnoreFalsePositivesAction; TestParamStateAction; ParamStateAction; AccessTokenAction; HomeAction; BurpJarAction; ApiTokenAction; OnboardingAction; AdminSettingsAction; HarAction; OpenApiAction; AccountAction; LogsAction; ApiInfoAction; LoadersAction; MiddlewareConfigAction; SensitiveFieldAction; FilterAction; TestSignupAction; SignupAction; LoginAction]; [TestSwaggerData]; [HarAction.Awesome]; [HarAction.GoString]; [HarAction.ByReference]; [HarAction.ByValue]; [APICatalogAction]; [CustomDataTypeAction.ConditionFromUser]; [CustomDataTypeAction.CustomSubTypeMatch]; [CustomDataTypeAction.MatchResult]; [ValidateEmailAction]; [InfraMetricsAction]; [TrafficAction]. LCC (Lack of Component Cohesion) = 0.25
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.notifications; com.akto.dao; com.akto.dto.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.log; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao.context; com.akto.dto.type; com.akto.dto; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.utils.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.dto.notifications; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao.context; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dto.third_party_access.
akto,com.akto.action,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action; com.akto.listener; com.akto.action
akto,com.akto.action,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action; com.akto.action.testing; com.akto.utils; com.akto.listener; com.akto.action
akto,com.akto.action.testing_issues,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_run_findings; com.akto.dao.
akto,com.akto.action.observe,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.
akto,com.akto.action.observe,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.dto; com.akto.dao.
akto,com.akto.action.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestSaveTestEditorAction]; [TestStartTestAction; StartTestAction]; [TestRolesActionTest; TestRolesAction]; [LoginRecorderAction]; [TestRolesAction.RolesConditionUtils]; [WorkflowTestAction]; [OtpTestDataAction]; [AuthMechanismAction]; [StartTestAction.CallSource]; [MarketplaceAction]. LCC (Lack of Component Cohesion) = 0.83
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dao.context; com.akto.dto.testing.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.testing.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.action; com.akto.log; com.akto.dto.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.dto.testing; com.akto.action.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.action.
akto,com.akto.filter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MetaInfoFilter]; [SecurityHeadersFilter]; [RateLimitFilter]; [InfraMetricsFilter]; [HttpMethodFilter]; [MongoConnectCheckFilter]; [AuthorizationFilter]; [GrowthToolsFilter]; [UserDetailsFilter]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.action.gpt.handlers,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action
akto,com.akto.action.gpt.handlers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.action.gpt.data_extractors; com.akto.action.gpt.validators.
akto,com.akto.action.gpt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action.gpt.handlers
akto,com.akto.action.gpt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action.gpt; com.akto.action.gpt.handlers; com.akto.action.gpt
akto,com.akto.action.gpt.data_extractors,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action.observe
akto,com.akto.testing_issues,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dao.context; com.akto.dto.testing; com.akto.dao.testing.sources; com.akto.dto.testing.sources; com.akto.dto.test_run_findings.
akto,com.akto.testing,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.rules; com.akto.testing_issues; com.akto.testing.yaml_tests
akto,com.akto.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestExecutorTest; TestExecutor; ApiWorkflowExecutorTest; ApiWorkflowExecutor; ApiExecutor; HTTPClientHandler; StatusCodeAnalyser; StatusCodeAnalyserTest; Main]; [ApiExecutorTest]; [NucleiExecutor]; [NucleiExecutor.NucleiResult]; [NucleiExecutor.State]; [StatusCodeAnalyser.StatusCodeIdentifier]. LCC (Lack of Component Cohesion) = 0.43
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao.context; com.akto.dao.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dao.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto; com.akto.dto.testing.rate_limit.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.api_workflow; com.akto.dto.testing.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.log.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dto.testing.
akto,com.akto.testing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.testing; com.akto.testing.yaml_tests; com.akto.testing
akto,com.akto.rules,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.test_editor.filter
akto,com.akto.rules,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestFuzzingTest; FuzzingTest; TestTestPlugin; TestPlugin]; [TestPlugin.ContainsPrivateResourceResult]; [TestPlugin.ApiExecutionDetails]; [TestPlugin.ExecutorResult]; [TestPlugin.Result]; [TestPlugin.TestRoleMatcher]. LCC (Lack of Component Cohesion) = 0.67
akto,com.akto.rules,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.rules; com.akto.testing; com.akto.rules
akto,com.akto.rules,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.rules; com.akto.test_editor.filter; com.akto.rules
akto,com.akto.test_editor.auth,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.test_editor.auth; com.akto.testing; com.akto.testing.yaml_tests; com.akto.test_editor.auth
akto,com.akto.test_editor.execution,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.test_editor.execution; com.akto.testing; com.akto.testing.yaml_tests; com.akto.test_editor.execution
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_editor; com.akto.dto.
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_editor; com.akto.dto; com.akto.rules.
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.dto.test_editor; com.akto.dto.
akto,com.akto.parsers,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.runtime
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.traffic_metrics.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.runtime; com.akto.dto.type.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.runtime.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.dao; com.akto.runtime.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.runtime.
akto,com.akto.parsers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.runtime; com.akto.dao.context.
akto,com.akto.parsers,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.parsers; com.akto.runtime; com.akto.parsers
akto,com.akto.runtime.merge,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.
akto,com.akto.runtime.merge,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.type.
akto,com.akto.runtime.merge,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto; com.akto.dto.type.
akto,com.akto.runtime,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.runtime.merge; com.akto.runtime.policies; com.akto
akto,com.akto.runtime,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [MarkovTest; Flow; MarkovSync; TestMainSubFunctions; Main; APICatalogSync; URLAggregator; TestApiCatalogSync; RelationshipTest; RelationshipSync; FlowTest]; [Main.AccountInfo]; [PayloadAnalyzer]; [KafkaHealthMetricSyncTask]; [APICatalogSync.ApiMergerResult]; [APICatalogSync.DbUpdateReturn]. LCC (Lack of Component Cohesion) = 0.38
akto,com.akto.runtime,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.
akto,com.akto.runtime,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.log.
akto,com.akto.runtime,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.type; com.akto.log.
akto,com.akto.runtime,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.log.
akto,com.akto.runtime,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.runtime; com.akto.runtime.policies; com.akto.runtime
akto,com.akto.runtime.policies,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.runtime.merge
akto,com.akto.runtime.policies,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestAktoPolicy; AktoPolicyNew; ApiAccessTypePolicy; AuthPolicy; AktoPolicies; SetFieldPolicyTest; SetFieldPolicy; ApiAccessTypePolicyTest; AuthPolicyTest]; [TestAktoPolicyWithoutDbCall]; [AktoPolicyNew.UpdateReturn]. LCC (Lack of Component Cohesion) = 0.27
akto,com.akto.runtime.policies,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.runtime_filters.
akto,com.akto.runtime.policies,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.runtime_filters; com.akto.dao.context.
akto,com.akto.runtime.policies,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.type.
