Project Name,Package Name,Architecture Smell,Cause of the Smell
akto,com.akto.action,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AccessTokenAction; HomeAction; LoginAction; LogoutAction; SignupAction; UserAction; WebhookAction; TestSignupAction; TestWebhookAction; AccountAction; AdminSettingsAction; ApiCollectionsAction; HarAction; TestApiCollectionsAction; ApiInfoAction; ApiTokenAction; BurpJarAction; CustomAuthTypeAction; TestCustomAuthTypeAction; CustomDataTypeAction; TestCustomDataTypeAction; DbLogsAction; ExportSampleDataAction; TestExportSampleDataAction; FilterAction; IgnoreFalsePositivesAction; TestIgnoreFalsePositivesAction; LoadersAction; LogsAction; MiddlewareConfigAction; OnboardingAction; OpenApiAction; ParamStateAction; TestParamStateAction; PostmanAction; ProfileAction; SensitiveFieldAction; TagConfigsAction; TeamAction]; [APICatalogAction]; [CustomDataTypeAction.ConditionFromUser]; [CustomDataTypeAction.CustomSubTypeMatch]; [CustomDataTypeAction.MatchResult]; [HarAction.Awesome]; [HarAction.GoString]; [HarAction.ByReference]; [HarAction.ByValue]; [InfraMetricsAction]; [TrafficAction]; [ValidateEmailAction]; [TestSwaggerData]. LCC (Lack of Component Cohesion) = 0.25
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao; com.akto.dao.context.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dao.context.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.notifications; com.akto.dao; com.akto.dto.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.log; com.akto.dao.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto; com.akto.dto.type; com.akto.dao.context.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dto.third_party_access.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.utils.
akto,com.akto.action,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao; com.akto.dto.notifications; com.akto.dao.context.
akto,com.akto.action,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action; com.akto.listener; com.akto.action
akto,com.akto.action,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action; com.akto.action.testing; com.akto.utils; com.akto.listener; com.akto.action
akto,com.akto.action.gpt.data_extractors,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action.observe
akto,com.akto.action.gpt,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action.gpt.handlers
akto,com.akto.action.gpt,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.action.gpt; com.akto.action.gpt.handlers; com.akto.action.gpt
akto,com.akto.action.gpt.handlers,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.action
akto,com.akto.action.gpt.handlers,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.action.gpt.validators; com.akto.action.gpt.data_extractors.
akto,com.akto.action.observe,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.type; com.akto.dto.
akto,com.akto.action.observe,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto.
akto,com.akto.action.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthMechanismAction]; [LoginRecorderAction]; [MarketplaceAction]; [OtpTestDataAction]; [StartTestAction; TestStartTestAction]; [StartTestAction.CallSource]; [TestRolesAction; TestRolesActionTest]; [TestRolesAction.RolesConditionUtils]; [WorkflowTestAction]; [TestSaveTestEditorAction]. LCC (Lack of Component Cohesion) = 0.83
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dao.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dto; com.akto.action.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context; com.akto.action.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dao; com.akto.dao.context.
akto,com.akto.action.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dto; com.akto.dao.context; com.akto.action.
akto,com.akto.action.testing_issues,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_run_findings; com.akto.dao.
akto,com.akto.filter,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthorizationFilter]; [GrowthToolsFilter]; [HttpMethodFilter]; [InfraMetricsFilter]; [MetaInfoFilter]; [MongoConnectCheckFilter]; [RateLimitFilter]; [SecurityHeadersFilter]; [UserDetailsFilter]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.listener,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.notifications.slack; com.akto.action
akto,com.akto.listener,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AfterMongoConnectListener; InitializerListener; RuntimeListener; TestFileTypes; TestFintechTypes; TestInitializerListener; TestListener]; [InfraMetricsListener]; [InitializerListener.ChangesInfo]; [InitializerListener.UrlResult]; [KafkaListener]. LCC (Lack of Component Cohesion) = 0.45
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.log.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dao.context; com.akto.log; com.akto.dto.notifications; com.akto.notifications.slack.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dto; com.akto.dao.context.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto; com.akto.dao.
akto,com.akto.listener,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.pii; com.akto.dao.
akto,com.akto.listener,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.listener; com.akto.utils; com.akto.listener
akto,com.akto.rules,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.test_editor.filter
akto,com.akto.rules,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FuzzingTest; TestPlugin; TestFuzzingTest; TestTestPlugin]; [TestPlugin.ContainsPrivateResourceResult]; [TestPlugin.ApiExecutionDetails]; [TestPlugin.ExecutorResult]; [TestPlugin.Result]; [TestPlugin.TestRoleMatcher]. LCC (Lack of Component Cohesion) = 0.67
akto,com.akto.rules,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.rules; com.akto.testing; com.akto.rules
akto,com.akto.rules,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.rules; com.akto.test_editor.filter; com.akto.rules
akto,com.akto.testing,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.rules; com.akto.testing_issues; com.akto.testing.yaml_tests
akto,com.akto.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [ApiExecutor; ApiWorkflowExecutor; HTTPClientHandler; StatusCodeAnalyser; TestExecutor; ApiWorkflowExecutorTest; StatusCodeAnalyserTest; TestExecutorTest; Main]; [NucleiExecutor]; [NucleiExecutor.NucleiResult]; [NucleiExecutor.State]; [StatusCodeAnalyser.StatusCodeIdentifier]; [ApiExecutorTest]. LCC (Lack of Component Cohesion) = 0.43
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.log.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dto.api_workflow.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dao.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.testing.rate_limit; com.akto.dao.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.log; com.akto.dto.testing.
akto,com.akto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dao.context.
akto,com.akto.testing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.testing; com.akto.testing.yaml_tests; com.akto.testing
akto,com.akto.testing_issues,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.testing; com.akto.dto.test_run_findings; com.akto.dao.context; com.akto.dto.testing.sources; com.akto.log; com.akto.dao.testing.sources.
akto,com.akto.test_editor.auth,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.test_editor.auth; com.akto.testing; com.akto.testing.yaml_tests; com.akto.test_editor.auth
akto,com.akto.test_editor.execution,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.test_editor.execution; com.akto.testing; com.akto.testing.yaml_tests; com.akto.test_editor.execution
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_editor; com.akto.dto.
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.test_editor; com.akto.dto; com.akto.rules.
akto,com.akto.test_editor.filter,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dto.test_editor; com.akto.dto.type.
akto,com.akto.dao,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 58
akto,com.akto.dao,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto
akto,com.akto.dao,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.type; com.akto.dto.
akto,com.akto.dao,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.types; com.akto.dto.type.
akto,com.akto.dao,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.dao.context.
akto,com.akto.dao,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao; com.akto.dao.context; com.akto.dao
akto,com.akto.dao,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao; com.akto.dto.type; com.akto.dao
akto,com.akto.dao.context,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dto; com.akto.dao
akto,com.akto.dao.context,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.context; com.akto.dto; com.akto.dao.context
akto,com.akto.dao.loaders,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto.loaders; com.akto.dao.
akto,com.akto.dao.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [EndpointLogicalGroupDao]; [LoginFlowStepsDao]; [TestingRunConfigDao]; [TestingRunDao]; [TestingRunResultDao]; [TestingRunResultSummariesDao]; [TestingSchedulesDao]; [TestRolesDao]; [WorkflowTestResultsDao]; [WorkflowTestsDao]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.dao.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dao; com.akto.dao.context.
akto,com.akto.dao.testing,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.testing; com.akto.dto.testing; com.akto.dao.testing
akto,com.akto.dao.test_editor,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dao.test_editor.info; com.akto.dao.test_editor.auth; com.akto.dao.test_editor.filter; com.akto.dao.test_editor.executor
akto,com.akto.dao.test_editor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [TestConfigYamlParser; YamlTemplateDao]; [TestEditorEnums]; [TestEditorEnums.DataOperands]; [TestEditorEnums.CollectionOperands]; [TestEditorEnums.TermOperands]; [TestEditorEnums.PredicateOperator]; [TestEditorEnums.KeyValOperator]; [TestEditorEnums.BodyOperator]; [TestEditorEnums.ExtractOperator]; [TestEditorEnums.OperandTypes]; [TestEditorEnums.ContextOperator]; [TestEditorEnums.ExecutorParentOperands]; [TestEditorEnums.RequestParentOperand]; [TestEditorEnums.TerminalExecutorDataOperands]; [TestEditorEnums.NonTerminalExecutorDataOperands]; [TestEditorEnums.ExecutorOperandTypes]. LCC (Lack of Component Cohesion) = 0.94
akto,com.akto.dao.test_editor,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.test_editor; com.akto.dao.test_editor.filter; com.akto.dao.test_editor
akto,com.akto.dao.test_editor,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dao.test_editor; com.akto.dao.test_editor.executor; com.akto.dao.test_editor
akto,com.akto,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [DaoInit; MongoBasedTest]; [ApiRequest; TimeoutObject]; [InstanceDetails]; [TestGraphQLUtils]. LCC (Lack of Component Cohesion) = 0.67
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.third_party_access; com.akto.dao.context; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.auth; com.akto.dao.context; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.runtime_filters; com.akto.dto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.dto.demo; com.akto.dto; com.akto.util; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.har; com.akto.log; com.akto.dao; com.akto
akto,com.akto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto; com.akto.graphql; com.akto.dto; com.akto.util; com.akto
akto,com.akto.dto,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 78
akto,com.akto.dto,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dto.type; com.akto.dto.data_types; com.akto.util
akto,com.akto.dto,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Account]; [AccountSettings]; [AccountSettings.SetupType]; [AktoDataType; IgnoreData; CustomDataType]; [ApiCollection]; [APIConfig]; [ApiInfo; ApiInfo.ApiInfoKey; ApiInfoCatalog; FilterSampleData; FilterSampleData.FilterKey; HttpResponseParams; PolicyCatalog; TestApiInfo; CustomFilter; HttpRequestParams]; [ApiInfo.AuthType]; [ApiInfo.ApiAccessType]; [APISpec]; [APISpec.Type]; [ApiToken]; [ApiToken.Utility]; [Attempt]; [Attempt.AttemptResult]; [Attempt.Success]; [Attempt.Err]; [Attempt.Status]; [AwsResource]; [AwsResources]; [BackwardCompatibility]; [BurpPluginInfo]; [Config; Config.SlackConfig; Config.GoogleConfig; Config.WebpushConfig; Config.SalesforceConfig; SignupInfo; SignupInfo.GoogleSignupInfo; SignupInfo.SlackSignupInfo; SignupInfo.WebpushSubscriptionInfo; SignupInfo.PasswordHashInfo; User; SignupUserInfo]; [Config.ConfigType]; [CustomAuthType]; [Dibs]; [HttpResponseParams.Source]; [KafkaHealthMetric]; [Log]; [Markov]; [Markov.State]; [OriginalHttpRequest; OriginalHttpResponse; PercentageMatchRequest; RawApi; TestOriginalHttpRequest; TestOriginalHttpResponse]; [OTPMessage]; [PendingInviteCode]; [RBAC]; [RBAC.Role]; [RecordedLoginFlowInput]; [Relationship]; [Relationship.ApiRelationInfo]; [SampleRequestReplayResponse]; [Scan]; [SensitiveParamInfo]; [SensitiveSampleData]; [TagConfig]; [Team]; [Team.UserType]; [TestEnvSettings]; [TestEnvSettings.LogLevel]; [TestRun]; [TestRun.TestRunStatus]; [UserAccountEntry]. LCC (Lack of Component Cohesion) = 0.65
akto,com.akto.dto,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dto; com.akto.dto.data_types; com.akto.dto
akto,com.akto.dto.auth,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [APIAuth; APIAuthAPIKey; APIAuthBasic; APIAuthOAuth]; [APIAuth.Type]; [APIAuthAPIKey.Placement]. LCC (Lack of Component Cohesion) = 0.5
akto,com.akto.dto.data_types,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [BelongsToPredicate; Predicate; RegexPredicate; StartsWithPredicate; TestCustomDataType; TestPredicates; Conditions; ContainsPredicate; EndsWithPredicate; EqualsToPredicate; IsNumberPredicate; NotBelongsToPredicate]; [Conditions.Operator]; [Predicate.Type]. LCC (Lack of Component Cohesion) = 0.21
akto,com.akto.dto.runtime_filters,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [FieldExistsFilter; TestFieldExistsFilter]; [ResponseCodeRuntimeFilter; RuntimeFilter; TestResponseCodeRuntimeFilter]; [RuntimeFilter.UseCase]; [RuntimeFilter.Operator]. LCC (Lack of Component Cohesion) = 0.57
akto,com.akto.dto.testing,God Component,The tool detected the smell in this component because the component contains high number of classes. Number of classes in the component are: 41
akto,com.akto.dto.testing,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dao; com.akto.util; com.akto.dto.data_types; com.akto.dao.testing; com.akto.dto.type
akto,com.akto.dto.testing,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [AuthMechanism; AuthParam; AuthParamData; HardcodedAuthParam; LoginRequestAuthParam; TestRoles; AuthMechanismTests; EndpointLogicalGroup; CollectionWiseTestingEndpoints; TestingEndpoints; TestingRun; TestingRunConfig; TestingRunResultSummary; TestingSchedule; WorkflowTestingEndpoints; CustomTestingEndpoints; LogicalGroupTestingEndpoint; TestLogicalGroupTestingEndpoint; WorkflowTest]; [AuthParam.Location]; [GenericTestResult; TestResult]; [LoginFlowParams]; [LoginFlowResponse]; [LoginFlowStepsData]; [LoginVerificationCodeData]; [LoginWorkflowGraphEdge]; [OtpTestData]; [RequestData]; [TestingEndpoints.Type]; [TestingRun.State]; [TestingRunResult]; [TestResult.Confidence]; [TestResult.TestError]; [TestSuite]; [WorkflowNodeDetails; WorkflowUpdatedSampleData]; [WorkflowNodeDetails.Type]; [WorkflowTest.State]; [WorkflowTestResult]; [WorkflowTestResult.NodeResult]. LCC (Lack of Component Cohesion) = 0.51
akto,com.akto.dto.testing,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.dto; com.akto.util.
akto,com.akto.dto.test_editor,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Auth; TestConfig; Category; Info; YamlTemplate; ConfigParserResult; FilterNode; ExecutorConfigParserResult; ExecutorNode]; [Config]; [ConfigParserValidationResult]; [DataOperandFilterRequest]; [DataOperandsFilterResponse]; [ExecutionResult]; [ExecutorSingleOperationResp]; [ExecutorSingleRequest]; [FilterActionRequest]. LCC (Lack of Component Cohesion) = 0.53
akto,com.akto.dto.type,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.util; com.akto.dao; com.akto.dto.data_types
akto,com.akto.dto.type,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [APICatalog]; [EndpointInfo]; [KeyTypes; RequestTemplate; SingleTypeInfo; TrafficRecorder; urlParams; URLTemplate; TestKeyTypes; TestRequestTemplate; TestSingleTypeInfo; TestSubType; URLStatic]; [RequestTemplate.AllParams]; [RequestTemplate.MergeTrieKeyFunc]; [SingleTypeInfo.SuperType]; [SingleTypeInfo.Position]; [SingleTypeInfo.SubType]; [SingleTypeInfo.ParamId]; [SingleTypeInfo.Domain]; [URLMethods; TestUrlMethods]; [URLMethods.Method]. LCC (Lack of Component Cohesion) = 0.52
akto,com.akto.dto.type,Scattered Functionality,The tool detected the smell in this component because a set of two or more components realizes the same high-level architectural concern. Following components realize the same concern: com.akto.util; com.akto.dao.context.
akto,com.akto.dto.type,Cyclic Dependency,The tool detected the smell in this component because this component participates in a cyclic dependency. The participating components in the cycle are: com.akto.dto.type; com.akto.util; com.akto.util.modifier; com.akto.dto.type
akto,com.akto.util,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto
akto,com.akto.util,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Constants]; [CookieTransformer; TokenPayloadModifier; JsonStringPayloadModifier]; [DateUtils; DateUtils.TrackingPeriod]; [EnumCodec]; [HttpRequestResponseUtils]; [JSONUtils]; [Pair; Trie]; [RecordedLoginFlowUtil]; [Trie.Node]. LCC (Lack of Component Cohesion) = 0.69
akto,com.akto.util.enums,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [GlobalEnums]; [GlobalEnums.TestErrorSource]; [GlobalEnums.TestCategory]; [GlobalEnums.IssueTags]; [GlobalEnums.Severity]; [GlobalEnums.TestRunIssueStatus]; [GlobalEnums.YamlTemplateSource]; [LoginFlowEnums]; [LoginFlowEnums.AuthMechanismTypes]; [LoginFlowEnums.LoginStepTypesEnums]; [MongoDBEnums]; [MongoDBEnums.DB]; [MongoDBEnums.Collection]. LCC (Lack of Component Cohesion) = 1.0
akto,com.akto.postman,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto
akto,com.akto.log,Unstable Dependency,The tool detected the smell in this component because this component depends on other components that are less stable than itself. This component depends on following less stable component(s): com.akto.dao
akto,com.akto.open_api,Feature Concentration,The tool detected the smell in this component because the component realizes more than one architectural concern/feature. Independent sets of related classes within this component are: [Main; PathBuilder; SchemaBuilder; TestAddPathItems; TestCustomSchemasFromSingleTypeInfo; TestPathBuilder; TestSchemaBuilder]; [SchemaBuilder.CustomSchema]. LCC (Lack of Component Cohesion) = 0.25
